holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
0,298.17,0.0,0.0,1,1,3,5713
0,298.06,0.0,0.0,20,0,4,6292
0,297.67,0.0,0.0,20,0,4,6057
0,296.36,0.0,0.0,40,0,0,4907
0,293.85,0.0,0.0,40,0,0,3503
0,292.43,0.0,0.0,40,0,0,3037
0,291.77,0.0,0.0,75,0,1,2822
0,291.36,0.0,0.0,75,0,1,1992
0,291.12,0.0,0.0,75,0,1,1166
0,290.63,0.0,0.0,75,0,1,627
0,290.46,0.0,0.0,40,0,0,388
0,289.26,0.0,0.0,0,1,3,368
0,283.21,0.0,0.0,75,0,1,2489
0,282.24,0.0,0.0,90,0,2,5537
0,281.69,0.0,0.0,90,0,2,6628
0,280.57,0.0,0.0,90,0,2,5534
0,280.02,0.0,0.0,75,0,1,5403
0,280.11,0.0,0.0,75,0,1,4770
0,280.0,0.0,0.0,90,0,2,5217
0,280.53,0.0,0.0,90,0,2,5870
0,281.43,0.0,0.0,75,0,1,5967
0,281.78,0.0,0.0,90,0,2,6108
0,281.91,0.0,0.0,90,0,2,6128
0,281.73,0.0,0.0,90,0,2,6069
0,281.42,0.0,0.0,90,0,2,6169
0,280.87,0.0,0.0,90,0,2,5384
0,280.15,0.0,0.0,90,0,2,4063
0,279.78,0.0,0.0,90,0,2,3364
0,279.65,0.0,0.0,75,0,1,2971
0,279.22,0.0,0.0,40,0,0,2450
0,279.06,0.0,0.0,40,0,0,1832
0,278.81,0.0,0.0,90,0,2,1231
0,278.55,0.0,0.0,90,0,2,718
0,278.59,0.0,0.0,90,0,2,545
0,276.99,0.0,0.0,75,0,1,411
0,276.35,0.0,0.0,20,0,4,688
0,275.4,0.0,0.0,1,1,3,1352
0,275.17,0.0,0.0,1,1,3,2072
0,274.99,0.0,0.0,1,1,3,3342
0,275.09,0.0,0.0,40,0,0,4258
0,276.88,0.0,0.0,20,0,4,4861
0,278.04,0.0,0.0,20,0,4,5191
0,279.08,0.0,0.0,40,0,0,5669
0,280.12,0.0,0.0,75,0,1,5074
0,280.25,0.0,0.0,75,0,1,5025
0,280.0,0.0,0.0,75,0,1,5153
0,279.06,0.0,0.0,90,0,2,5024
0,278.91,0.0,0.0,90,0,2,4779
0,278.39,0.0,0.0,90,0,2,4362
0,278.16,0.0,0.0,90,0,2,3860
0,278.16,0.0,0.0,90,0,2,3160
0,277.93,0.0,0.0,90,0,2,2992
0,276.9,0.0,0.0,90,0,2,3202
0,276.34,0.0,0.0,75,0,1,1941
0,276.11,0.0,0.0,75,0,1,1233
0,275.73,0.0,0.0,90,0,2,323
0,275.65,0.0,0.0,90,0,2,312
0,275.51,0.0,0.0,75,0,1,627
0,275.05,0.0,0.0,90,0,2,1508
0,274.77,0.0,0.0,90,0,2,1539
0,274.77,0.0,0.0,75,0,1,2232
0,275.55,0.0,0.0,75,0,1,4568
0,276.24,0.0,0.0,75,0,1,4624
0,277.01,0.0,0.0,90,0,2,4529
0,277.43,0.0,0.0,90,0,2,5139
0,278.45,0.0,0.0,90,0,2,6640
0,279.27,0.0,0.0,90,0,2,6589
0,279.27,0.0,0.0,90,0,2,4429
0,279.44,0.0,0.0,90,0,2,4329
0,279.32,0.0,0.0,90,0,2,3833
0,279.27,0.0,0.0,90,0,2,4015
0,278.11,0.0,0.0,90,0,2,3382
0,276.79,0.0,0.0,75,0,1,2815
0,275.73,0.0,0.0,90,0,2,2110
0,274.88,0.0,0.0,75,0,1,1555
0,273.92,0.0,0.0,20,0,4,959
1,273.08,0.0,0.0,20,0,4,455
0,272.62,0.0,0.0,20,0,4,336
0,271.78,0.0,0.0,1,1,3,265
0,271.05,0.0,0.0,1,1,3,314
0,270.63,0.0,0.0,1,1,3,779
0,270.33,0.0,0.0,1,1,3,2571
0,269.61,0.0,0.0,20,0,4,5563
0,270.01,0.0,0.0,20,0,4,6676
0,271.23,0.0,0.0,20,0,4,5966
0,273.71,0.0,0.0,20,0,4,4832
0,276.77,0.0,0.0,20,0,4,4395
0,279.47,0.0,0.0,20,0,4,4411
0,279.84,0.0,0.0,1,1,3,4648
0,282.34,0.0,0.0,40,0,0,4602
0,282.94,0.0,0.0,40,0,0,5125
0,283.48,0.0,0.0,1,1,3,5502
0,284.33,0.0,0.0,1,1,3,5979
0,284.48,0.0,0.0,40,0,0,5663
0,284.23,0.0,0.0,40,0,0,4259
0,281.99,0.0,0.0,20,0,4,3069
0,279.81,0.0,0.0,1,1,3,2378
0,279.35,0.0,0.0,1,1,3,2030
0,278.9,0.0,0.0,1,1,3,1400
0,278.46,0.0,0.0,1,1,3,917
0,277.78,0.0,0.0,1,1,3,515
0,277.27,0.0,0.0,1,1,3,302
0,277.47,0.0,0.0,1,1,3,251
0,276.97,0.0,0.0,20,0,4,798
0,276.52,0.0,0.0,40,0,0,2678
0,276.6,0.0,0.0,40,0,0,5733
0,277.31,0.0,0.0,75,0,1,6449
0,278.38,0.0,0.0,90,0,2,5765
0,279.35,0.0,0.0,90,0,2,5599
0,281.37,0.0,0.0,90,0,2,4534
0,283.11,0.0,0.0,90,0,2,4691
0,284.08,0.0,0.0,75,0,1,5067
0,285.14,0.0,0.0,75,0,1,5030
0,286.35,0.0,0.0,90,0,2,5300
0,287.23,0.0,0.0,100,2,5,5777
0,288.53,0.0,0.0,90,0,2,6349
0,290.37,0.0,0.0,90,0,2,6127
0,290.13,0.0,0.0,90,0,2,4460
0,288.86,0.0,0.0,75,0,1,3418
0,287.36,0.0,0.0,90,0,2,2775
0,285.11,0.0,0.0,90,0,2,2306
0,283.46,0.0,0.0,90,0,2,1846
0,282.45,0.0,0.0,90,0,2,947
0,281.88,0.0,0.0,90,0,2,494
0,281.78,0.0,0.0,90,0,2,332
0,281.09,0.0,0.0,75,0,1,261
0,281.17,0.0,0.0,90,0,2,361
0,281.25,0.0,0.0,92,1,3,5875
0,281.25,0.0,0.0,99,2,5,6793
0,281.25,0.0,0.0,99,3,6,6793
0,280.1,0.0,0.0,99,2,5,6283
0,280.1,0.0,0.0,99,3,6,6283
0,279.61,0.0,0.0,99,2,5,5680
0,279.61,0.0,0.0,99,3,6,5680
0,279.67,0.0,0.0,99,1,3,4632
0,280.19,0.0,0.0,1,1,3,4887
0,282.09,0.0,0.0,75,0,1,5030
0,282.26,0.0,0.0,75,0,1,5067
0,282.05,0.0,0.0,90,0,2,5227
0,281.59,0.0,0.0,90,0,2,5610
0,281.23,0.0,0.0,81,1,3,6286
0,282.6,0.0,0.0,81,1,3,4775
0,282.6,0.0,0.0,81,1,3,3340
0,282.6,0.0,0.0,81,1,3,3013
0,282.6,0.0,0.0,81,1,3,2603
0,282.6,0.0,0.0,81,1,3,1910
0,282.6,0.0,0.0,81,1,3,1037
0,273.9,0.0,0.0,1,1,3,347
0,274.4,0.0,0.0,75,0,1,350
0,274.05,0.0,0.0,75,0,1,850
0,273.71,0.0,0.0,40,0,0,2791
0,272.66,0.0,0.0,1,1,3,5809
0,272.65,0.0,0.0,1,1,3,6798
0,272.52,0.0,0.0,1,1,3,6304
0,275.19,0.0,0.0,20,0,4,5291
0,275.34,0.0,0.0,1,1,3,4638
0,284.1,0.0,0.0,50,1,3,5557
0,284.1,0.0,0.0,50,1,3,5818
0,283.78,0.0,0.0,75,0,1,6272
0,283.52,0.0,0.0,75,0,1,5944
0,283.32,0.0,0.0,90,0,2,4949
0,282.06,0.0,0.0,90,0,2,3511
0,281.95,0.0,0.0,90,0,2,3039
0,281.81,0.0,0.0,90,0,2,2679
0,282.16,0.0,0.0,90,0,2,2094
0,282.53,0.0,0.0,90,0,2,1284
0,283.91,0.0,0.0,90,0,2,630
0,284.64,0.0,0.0,90,0,2,410
0,284.61,0.0,0.0,90,0,2,331
0,283.18,0.0,0.0,72,3,6,372
0,282.26,0.0,0.0,72,2,5,739
0,280.77,0.0,0.0,72,3,6,2561
0,278.53,0.0,0.0,75,0,1,5586
0,277.64,0.0,0.0,75,0,1,6992
0,277.9,0.0,0.0,90,0,2,5860
0,278.18,0.0,0.0,90,0,2,5230
0,279.29,0.0,0.0,75,0,1,4864
0,280.45,0.0,0.0,75,0,1,5146
0,280.95,0.0,0.0,40,0,0,5526
0,281.74,0.0,0.0,40,0,0,5383
0,281.84,0.0,0.0,75,0,1,5758
0,282.45,0.0,0.0,75,0,1,5889
0,282.2,0.0,0.0,75,0,1,6057
0,281.54,0.0,0.0,40,0,0,6028
0,280.21,0.0,0.0,20,0,4,5257
0,282.2,0.0,0.0,56,1,3,1897
0,272.58,0.0,0.0,1,1,3,1335
0,272.06,0.0,0.0,1,1,3,769
0,270.99,0.0,0.0,1,1,3,570
0,270.29,0.0,0.0,20,0,4,413
0,269.48,0.0,0.0,1,1,3,399
0,269.27,0.0,0.0,1,1,3,740
0,268.91,0.0,0.0,1,1,3,1420
0,268.98,0.0,0.0,75,0,1,2220
0,269.23,0.0,0.0,40,0,0,3479
0,272.61,0.0,0.0,40,0,0,4546
0,276.78,0.0,0.0,20,0,4,4579
0,279.22,0.0,0.0,1,1,3,4438
0,280.35,0.0,0.0,1,1,3,4623
0,281.81,0.0,0.0,1,1,3,4440
0,283.05,0.0,0.0,1,1,3,4495
0,283.96,0.0,0.0,1,1,3,4483
0,284.53,0.0,0.0,1,1,3,4591
0,284.44,0.0,0.0,1,1,3,4477
0,283.64,0.0,0.0,1,1,3,4221
0,281.85,0.0,0.0,20,0,4,3672
0,281.38,0.0,0.0,1,1,3,3015
0,281.84,0.0,0.0,75,0,1,2769
0,282.23,0.0,0.0,90,0,2,2875
0,282.18,0.0,0.0,90,0,2,1931
0,282.49,0.0,0.0,90,0,2,1309
0,282.54,0.0,0.0,90,0,2,870
0,282.58,0.0,0.0,90,0,2,654
0,282.23,0.0,0.0,90,0,2,364
0,282.08,0.0,0.0,90,0,2,262
0,282.23,0.0,0.0,90,0,2,505
0,282.24,0.0,0.0,90,0,2,861
0,282.24,0.0,0.0,90,0,2,1132
0,282.24,0.0,0.0,57,4,7,1797
0,282.43,0.0,0.0,57,3,6,2685
0,282.43,0.0,0.0,57,4,7,2685
0,282.43,0.0,0.0,57,5,8,2685
0,282.33,0.0,0.0,57,3,6,3370
0,282.33,0.0,0.0,57,4,7,3370
0,282.82,0.0,0.0,57,3,6,3662
0,282.82,0.0,0.0,57,4,7,3662
0,283.33,0.0,0.0,57,4,7,4076
0,283.33,0.0,0.0,57,2,5,4076
0,283.33,0.0,0.0,57,3,6,4076
0,283.75,0.0,0.0,93,2,5,4128
0,283.75,0.0,0.0,93,4,7,4128
0,283.75,0.0,0.0,93,3,6,4128
0,284.09,0.0,0.0,93,4,7,4358
0,284.09,0.0,0.0,93,2,5,4358
0,284.09,0.0,0.0,93,3,6,4358
0,284.55,0.0,0.0,93,4,7,4342
0,284.55,0.0,0.0,93,2,5,4342
0,284.68,0.0,0.0,93,4,7,4234
0,284.64,0.0,0.0,93,2,5,4271
0,284.64,0.0,0.0,93,4,7,4271
0,284.4,0.0,0.0,93,4,7,4080
0,284.17,0.0,0.0,93,4,7,3453
0,284.03,0.0,0.0,93,4,7,2718
0,283.58,0.0,0.0,93,4,7,2439
0,283.04,0.0,0.0,93,4,7,1819
0,281.95,0.0,0.0,93,4,7,1002
0,281.95,0.0,0.0,93,6,9,1002
0,281.61,0.0,0.0,93,4,7,542
0,281.61,0.0,0.0,93,6,9,542
0,281.57,0.0,0.0,85,6,9,303
0,281.42,0.0,0.0,85,6,9,239
0,281.29,0.0,0.0,85,4,7,335
0,281.29,0.0,0.0,85,6,9,335
0,281.02,0.0,0.0,85,4,7,810
0,281.02,0.0,0.0,85,6,9,810
0,280.82,0.0,0.0,85,4,7,2606
0,280.82,0.0,0.0,85,6,9,2606
0,280.39,0.0,0.0,85,4,7,5714
0,280.19,0.0,0.0,100,4,7,6798
0,279.82,0.0,0.0,100,4,7,6114
0,279.75,0.0,0.0,100,4,7,5094
0,280.07,0.0,0.0,100,4,7,4473
0,280.32,0.0,0.0,90,0,2,4529
0,281.72,0.0,0.0,100,1,3,4823
0,284.01,0.0,0.0,40,0,0,4872
0,285.88,0.0,0.0,1,1,3,5238
0,286.87,0.0,0.0,1,1,3,5584
0,287.6,0.0,0.0,20,0,4,6246
0,287.27,0.0,0.0,20,0,4,5957
0,286.18,0.0,0.0,20,0,4,4535
0,285.2,0.0,0.0,75,0,1,3234
0,284.68,0.0,0.0,75,0,1,2677
0,284.49,0.0,0.0,90,0,2,2077
0,283.54,0.0,0.0,20,0,4,1380
0,282.33,0.0,0.0,75,0,1,927
0,281.21,0.0,0.0,20,0,4,500
0,279.87,0.0,0.0,1,1,3,324
0,278.93,0.0,0.0,1,1,3,257
0,277.91,0.0,0.0,1,1,3,354
0,277.21,0.0,0.0,1,1,3,769
0,276.61,0.0,0.0,1,1,3,2769
0,276.11,0.0,0.0,1,1,3,5789
0,274.81,0.0,0.0,20,0,4,7055
0,274.99,0.0,0.0,20,0,4,6408
0,277.91,0.0,0.0,20,0,4,5254
0,280.71,0.0,0.0,20,0,4,4547
0,283.85,0.0,0.0,20,0,4,4784
0,286.01,0.0,0.0,40,0,0,5015
0,286.31,0.0,0.0,1,1,3,5057
0,288.15,0.0,0.0,75,0,1,5430
0,289.15,0.0,0.0,75,0,1,5813
0,288.99,0.0,0.0,75,0,1,6496
0,288.86,0.0,0.0,75,0,1,6429
0,288.16,0.0,0.0,90,0,2,5142
0,287.28,0.0,0.0,68,2,5,3311
0,287.04,0.0,0.0,90,0,2,2777
0,286.9,0.0,0.0,90,0,2,2331
0,287.09,0.0,0.0,90,0,2,1767
0,287.09,0.0,0.0,90,0,2,1093
0,286.89,0.0,0.0,75,0,1,554
0,286.93,0.0,0.0,75,0,1,333
0,286.93,0.0,0.0,90,0,2,267
0,287.07,0.0,0.0,90,0,2,358
0,286.56,0.0,0.0,75,0,1,777
0,285.91,0.0,0.0,90,0,2,2732
0,285.29,0.0,0.0,90,0,2,5637
0,284.92,0.0,0.0,75,0,1,5564
0,285.35,0.0,0.0,75,0,1,6274
0,285.72,0.0,0.0,100,2,10,5403
0,285.72,0.0,0.0,100,2,5,5403
0,287.09,0.0,0.0,75,0,1,4680
0,288.31,0.0,0.0,75,0,1,4642
0,288.61,0.0,0.0,1,1,3,4979
0,290.32,0.0,0.0,1,1,3,4851
0,291.36,0.0,0.0,1,1,3,4291
0,292.01,0.0,0.0,1,1,3,4714
0,292.61,0.0,0.0,1,1,3,6723
0,292.65,0.0,0.0,1,1,3,6180
0,290.52,0.0,0.0,40,0,0,4843
0,288.35,0.0,0.0,40,0,0,3435
0,286.72,0.0,0.0,40,0,0,2921
0,285.49,0.0,0.0,40,0,0,2763
0,284.22,0.0,0.0,20,0,4,1930
0,283.8,0.0,0.0,20,0,4,1160
0,283.72,0.0,0.0,20,0,4,654
0,282.8,0.0,0.0,40,0,0,374
0,282.32,0.0,0.0,99,4,7,301
0,282.38,0.0,0.0,99,4,7,397
0,282.76,0.0,0.0,90,0,2,794
0,282.88,0.0,0.0,99,4,7,2564
0,284.18,0.0,0.0,75,0,1,5358
0,284.69,0.0,0.0,90,0,2,6441
0,285.0,0.0,0.0,90,0,2,5536
0,286.9,0.0,0.0,99,2,5,5256
0,288.35,0.0,0.0,90,0,2,4619
0,289.59,0.0,0.0,90,0,2,5107
0,288.27,0.0,0.0,99,2,5,5147
0,286.41,0.0,0.0,90,0,2,5283
0,285.96,0.0,0.0,90,0,2,5704
0,287.04,0.0,0.0,90,0,2,5887
0,287.18,0.0,0.0,90,0,2,6307
0,286.94,0.0,0.0,90,0,2,5953
0,286.01,0.0,0.0,90,0,2,4519
0,284.67,0.0,0.0,100,3,6,3427
0,283.44,0.0,0.0,100,2,5,2921
0,282.51,0.0,0.0,100,3,6,2649
0,281.9,0.0,0.0,90,0,2,2005
0,281.85,0.0,0.0,90,0,2,1177
0,281.28,0.0,0.0,90,0,2,699
0,280.97,0.0,0.0,87,4,7,436
0,280.44,0.0,0.0,87,3,6,353
0,280.44,0.0,0.0,87,4,7,353
0,280.02,0.0,0.0,87,4,7,399
0,279.79,0.0,0.0,87,3,6,720
0,279.79,0.0,0.0,87,4,7,720
0,279.79,0.0,0.0,87,2,5,720
0,279.79,0.0,0.0,87,3,11,720
0,279.74,0.0,0.0,87,4,7,2370
0,279.74,0.0,0.0,87,2,5,2370
0,279.65,0.0,0.0,87,3,6,5162
0,279.65,0.0,0.0,87,4,7,5162
0,279.65,0.0,0.0,87,2,5,5162
0,279.45,0.0,0.0,91,4,7,5777
0,279.45,0.0,0.0,91,2,12,5777
0,279.22,0.0,0.0,91,3,6,5235
0,279.22,0.0,0.0,91,4,7,5235
0,279.22,0.0,0.0,91,2,5,5235
0,279.35,0.0,0.0,91,2,5,4606
0,279.35,0.0,0.0,91,4,7,4606
0,279.92,0.0,0.0,91,4,7,4328
0,280.44,0.0,0.0,90,0,2,4282
0,281.0,0.0,0.0,90,0,2,4489
0,281.51,0.0,0.0,90,0,2,4908
0,281.93,0.0,0.0,92,4,7,5620
0,281.94,0.0,0.0,92,4,7,5849
0,281.94,0.0,0.0,92,3,6,5849
0,282.27,0.0,0.0,92,2,12,4945
0,282.41,0.0,0.0,92,2,5,4619
0,282.21,0.0,0.0,90,0,2,4479
0,281.69,0.0,0.0,75,0,1,3804
0,281.26,0.0,0.0,90,0,2,2908
0,280.66,0.0,0.0,92,4,7,2942
0,280.43,0.0,0.0,92,3,11,3077
0,280.43,0.0,0.0,92,3,6,3077
0,280.1,0.0,0.0,92,4,7,2051
0,280.1,0.0,0.0,92,2,5,2051
0,280.1,0.0,0.0,92,3,6,2051
0,280.06,0.0,0.0,92,2,5,1270
0,280.06,0.0,0.0,92,2,12,1270
0,280.28,0.0,0.0,96,3,11,773
0,280.28,0.0,0.0,96,2,5,773
0,280.38,0.0,0.0,96,3,6,589
0,280.62,0.0,0.0,96,3,6,432
0,280.62,0.0,0.0,96,4,7,432
0,280.91,0.0,0.0,96,4,7,401
0,280.91,0.0,0.0,96,3,11,401
0,280.91,0.0,0.0,96,2,5,401
0,280.96,0.0,0.0,96,2,5,759
0,280.96,0.0,0.0,96,4,7,759
0,280.96,0.0,0.0,96,3,11,759
0,281.13,0.0,0.0,96,2,5,1313
0,281.13,0.0,0.0,96,4,7,1313
0,281.13,0.0,0.0,96,3,6,1313
0,281.28,0.0,0.0,100,2,5,1824
0,281.28,0.0,0.0,100,4,7,1824
0,281.28,0.0,0.0,100,3,11,1824
0,281.19,0.0,0.0,100,2,5,2787
0,281.19,0.0,0.0,100,4,7,2787
0,281.19,0.0,0.0,100,3,11,2787
0,281.7,0.0,0.0,100,2,5,3713
0,281.7,0.0,0.0,100,3,11,3713
0,281.7,0.0,0.0,100,4,7,3713
0,281.7,0.0,0.0,100,3,6,3713
0,282.02,0.0,0.0,100,2,5,3815
0,282.02,0.0,0.0,100,3,11,3815
0,282.02,0.0,0.0,100,4,7,3815
0,282.02,0.0,0.0,100,2,12,3815
0,282.35,0.0,0.0,100,2,5,4339
0,282.35,0.0,0.0,100,4,7,4339
0,282.35,0.0,0.0,100,3,11,4339
0,282.71,0.0,0.0,100,2,13,4613
0,282.71,0.0,0.0,100,4,7,4613
0,282.71,0.0,0.0,100,2,5,4613
0,282.71,0.0,0.0,100,2,12,4613
0,283.31,0.0,0.0,48,2,5,4507
0,283.79,0.0,0.0,90,0,2,4452
0,284.2,0.0,0.0,75,0,1,4636
0,284.32,0.0,0.0,90,0,2,4810
0,284.13,0.0,0.0,75,0,1,5125
0,283.14,0.0,0.0,40,0,0,4337
0,281.4,0.0,0.0,40,0,0,3644
0,280.47,0.0,0.0,20,0,4,3107
0,279.52,0.0,0.0,20,0,4,2929
0,278.85,0.0,0.0,48,4,7,2865
0,278.12,0.0,0.0,48,6,9,2340
0,277.94,0.0,0.0,48,4,7,1372
0,275.93,0.0,0.0,60,6,9,1928
0,275.93,0.0,0.0,60,4,7,1928
0,284.09,0.0,0.0,75,0,1,4695
0,282.6,0.0,0.0,75,0,1,4335
0,281.72,0.0,0.0,90,0,2,1583
0,281.26,0.0,0.0,90,0,2,959
0,281.29,0.0,0.0,75,0,1,498
0,281.01,0.0,0.0,75,0,1,306
0,280.57,0.0,0.0,40,0,0,259
0,280.54,0.0,0.0,75,0,1,324
0,279.37,0.0,0.0,8,4,7,806
0,279.18,0.0,0.0,8,4,7,2622
0,279.05,0.0,0.0,8,4,7,5456
0,282.7,0.0,0.0,38,1,3,4324
0,286.17,0.0,0.0,40,0,0,4378
0,288.61,0.0,0.0,75,0,1,4639
0,290.59,0.0,0.0,20,0,4,4546
0,292.21,0.0,0.0,75,0,1,5006
0,293.56,0.0,0.0,75,0,1,5361
0,293.43,0.0,0.0,40,0,0,6101
0,293.4,0.0,0.0,40,0,0,5781
0,291.47,0.0,0.0,20,0,4,4272
0,289.17,0.0,0.0,20,0,4,3091
0,287.28,0.0,0.0,1,1,3,2434
0,286.1,0.0,0.0,1,1,3,1984
0,285.45,0.0,0.0,75,0,1,1383
0,285.33,0.0,0.0,90,0,2,959
0,285.07,0.0,0.0,90,0,2,511
0,284.58,0.0,0.0,90,0,2,346
0,283.88,0.0,0.0,75,0,1,253
0,283.55,0.0,0.0,75,0,1,349
0,282.85,0.0,0.0,20,0,4,807
0,282.42,0.0,0.0,20,0,4,2669
0,282.13,0.0,0.0,75,0,1,5210
0,281.85,0.0,0.0,40,0,0,6083
0,281.85,0.0,0.0,20,0,4,5790
0,283.07,0.0,0.0,75,0,1,5484
0,284.53,0.0,0.0,90,0,2,4407
0,285.6,0.0,0.0,75,0,1,4725
0,286.63,0.0,0.0,90,0,2,4826
0,286.75,0.0,0.0,99,2,12,4945
0,287.97,0.0,0.0,90,0,2,5065
0,288.54,0.0,0.0,99,7,14,5618
0,288.72,0.0,0.0,90,0,2,6094
0,288.53,0.0,0.0,90,0,2,5844
0,288.16,0.0,0.0,90,0,2,4649
0,287.59,0.0,0.0,90,0,2,3180
0,287.21,0.0,0.0,90,0,2,2963
0,286.29,0.0,0.0,90,0,2,2450
0,285.7,0.0,0.0,90,0,2,1613
0,285.61,0.0,0.0,90,0,2,1021
0,285.37,0.0,0.0,99,3,6,580
0,285.37,0.0,0.0,99,4,7,580
0,285.51,0.0,0.0,90,0,2,298
0,285.6,0.0,0.0,100,5,8,261
0,285.99,0.0,0.0,100,4,7,408
0,285.99,0.0,0.0,100,5,8,408
0,285.94,0.0,0.0,100,4,7,793
0,285.94,0.0,0.0,100,7,14,793
0,285.97,0.0,0.0,90,4,7,2643
0,285.97,0.0,0.0,90,2,5,2643
0,285.97,0.0,0.0,90,7,14,2643
0,285.73,0.0,0.0,90,4,7,5593
0,285.73,0.0,0.0,90,7,15,5593
0,285.73,0.0,0.0,90,2,12,5593
0,285.73,0.0,0.0,90,7,14,5593
0,285.5,0.0,0.0,90,2,5,5722
0,285.5,0.0,0.0,90,4,7,5722
0,285.55,0.0,0.0,90,3,6,5607
0,285.55,0.0,0.0,90,4,7,5607
0,285.55,0.0,0.0,90,2,5,5607
0,285.55,0.0,0.0,90,7,14,5607
0,285.93,0.0,0.0,90,3,6,5492
0,285.93,0.0,0.0,90,4,7,5492
0,285.93,0.0,0.0,90,2,12,5492
0,286.34,0.0,0.0,90,4,7,4542
0,286.82,0.0,0.0,90,4,7,4720
0,286.82,0.0,0.0,90,6,9,4720
0,288.36,0.0,0.0,90,4,7,4982
0,288.36,0.0,0.0,90,5,8,4982
0,288.36,0.0,0.0,90,6,9,4982
0,289.08,0.0,0.0,90,5,8,5032
0,289.08,0.0,0.0,90,4,7,5032
0,289.08,0.0,0.0,90,6,9,5032
0,289.88,0.0,0.0,90,4,7,5212
0,289.88,0.0,0.0,90,5,8,5212
0,290.24,0.0,0.0,90,4,7,5661
0,290.24,0.0,0.0,90,5,8,5661
0,290.24,0.0,0.0,90,2,12,5661
0,290.01,0.0,0.0,90,4,7,5812
0,289.62,0.0,0.0,90,5,8,5855
0,289.62,0.0,0.0,90,4,7,5855
0,289.61,0.0,0.0,90,5,8,4416
0,289.61,0.0,0.0,90,4,7,4416
0,289.06,0.0,0.0,90,4,7,3118
0,288.34,0.0,0.0,75,5,8,2877
0,288.34,0.0,0.0,75,4,7,2877
0,287.06,0.0,0.0,20,4,7,2498
0,287.41,0.0,0.0,75,4,7,1701
0,287.52,0.0,0.0,90,4,7,1028
0,287.81,0.0,0.0,90,4,7,578
0,287.29,0.0,0.0,75,4,7,354
0,287.23,0.0,0.0,90,4,7,272
0,286.44,0.0,0.0,90,4,7,370
0,285.32,0.0,0.0,90,4,7,809
0,285.32,0.0,0.0,90,6,9,809
0,285.43,0.0,0.0,90,4,7,2641
0,285.53,0.0,0.0,75,4,7,4957
0,285.2,0.0,0.0,90,4,7,6036
0,285.2,0.0,0.0,90,6,9,6036
0,285.02,0.0,0.0,90,4,7,5309
0,286.43,0.0,0.0,90,4,7,4438
0,287.36,0.0,0.0,90,4,7,4723
0,287.6,0.0,0.0,90,4,7,4879
0,287.29,0.0,0.0,90,0,2,5062
0,286.41,0.0,0.0,90,2,5,5450
0,286.41,0.0,0.0,90,4,7,5450
0,286.41,0.0,0.0,90,3,6,5450
0,286.41,0.0,0.0,90,3,11,5450
0,285.8,0.0,0.0,90,3,6,5888
0,285.8,0.0,0.0,90,4,7,5888
0,285.8,0.0,0.0,90,2,5,5888
0,285.8,0.0,0.0,90,3,11,5888
0,285.8,0.0,0.0,90,2,12,5888
